"policy_id";"customer_id";"product_type";"coverage_amount";"annual_premium";"policy_start_date";"policy_end_date";"agent_id";"status"
"POL52111";"CUST11215";"Term";111870.1;17476.68;"2022-11-17 00:00:00";"2024-02-01 00:00:00";"AGT5245";"Active"
"POL52112";"CUST10703";"Health";842922.01;10800.45;"2024-03-23 00:00:00";"2024-11-02 00:00:00";"AGT5023";"Active"
"POL52115";"CUST10800";"Vehicle";862118.72;23276.82;"2022-09-18 00:00:00";"2025-06-08 00:00:00";"AGT5132";"Active"
"POL52117";"CUST11392";"Vehicle";478436.04;7482.9;"2023-02-11 00:00:00";"2025-03-26 00:00:00";"AGT5101";"Cancelled"
"POL52119";"CUST12248";"Property";457100.29;24284.75;"2021-06-30 00:00:00";"2023-02-01 00:00:00";"AGT5162";"Active"
"POL52120";"CUST12014";"Term";559382.42;32685.54;"2023-09-17 00:00:00";"2025-05-01 00:00:00";"AGT5250";"Active"
"POL52122";"CUST11008";"Whole";128758.06;46681.41;"2024-06-02 00:00:00";"2024-09-26 00:00:00";"AGT5290";"Lapsed"
"POL52123";"CUST10884";"Property";624243.09;33826.18;"2023-04-01 00:00:00";"2025-04-30 00:00:00";"AGT5252";"Cancelled"
"POL52124";"CUST11033";"Health";362260.97;5461.11;"2023-07-20 00:00:00";"2024-06-01 00:00:00";"AGT5143";"Cancelled"
"POL52125";"CUST11914";"Vehicle";118590.46;5545.67;"2023-07-20 00:00:00";"2023-12-19 00:00:00";"AGT5215";"Active"
"POL52126";"CUST10902";"Vehicle";879063.85;41535.27;"2023-05-30 00:00:00";"2024-10-02 00:00:00";"AGT5014";"Active"
"POL52128";"CUST12180";"Vehicle";320933.13;29843.07;"2021-09-12 00:00:00";"2024-01-11 00:00:00";"AGT5005";"Lapsed"
"POL52130";"CUST10532";"Vehicle";279797.5;9370.29;"2023-04-28 00:00:00";"2023-05-21 00:00:00";"AGT5201";"Cancelled"
"POL52131";"CUST12286";"Term";848818.13;47770.68;"2023-03-15 00:00:00";"2024-03-14 00:00:00";"AGT5020";"Cancelled"
"POL52132";"CUST12065";"Whole";205658.05;43073.6;"2021-03-18 00:00:00";"2024-02-28 00:00:00";"AGT5224";"Lapsed"
"POL52134";"CUST10856";"Term";942353.07;36176.18;"2023-12-04 00:00:00";"2025-01-13 00:00:00";"AGT5088";"Cancelled"
"POL52136";"CUST11662";"Whole";889130.3;13393.66;"2021-08-30 00:00:00";"2023-07-27 00:00:00";"AGT5267";"Cancelled"
"POL52139";"CUST12443";"Term";813041.02;33192.39;"2021-01-29 00:00:00";"2024-04-20 00:00:00";"AGT5264";"Lapsed"
"POL52140";"CUST10576";"Whole";710091.56;4640.29;"2021-06-19 00:00:00";"2025-05-19 00:00:00";"AGT5135";"Lapsed"
"POL52141";"CUST11521";"Vehicle";456604.08;22132.79;"2022-11-13 00:00:00";"2022-12-11 00:00:00";"AGT5139";"Cancelled"
"POL52143";"CUST12194";"Vehicle";423923.31;29576.61;"2022-08-01 00:00:00";"2022-11-08 00:00:00";"AGT5217";"Active"
"POL52144";"CUST12443";"Vehicle";262469.01;32508.95;"2023-08-08 00:00:00";"2023-11-19 00:00:00";"AGT5200";"Cancelled"
"POL52145";"CUST10441";"Property";334022.56;28161.31;"2021-06-17 00:00:00";"2022-12-02 00:00:00";"AGT5215";"Lapsed"
"POL52146";"CUST11489";"Property";835463.3;20419.65;"2022-10-06 00:00:00";"2022-11-29 00:00:00";"AGT5256";"Cancelled"
"POL52147";"CUST10138";"Property";880818.56;26424.12;"2024-02-16 00:00:00";"2024-11-30 00:00:00";"AGT5258";"Active"
"POL52148";"CUST11961";"Term";655228.96;10581.69;"2024-07-22 00:00:00";"2024-08-05 00:00:00";"AGT5274";"Cancelled"
"POL52149";"CUST10309";"Vehicle";737278.46;32243.13;"2023-04-05 00:00:00";"2025-06-11 00:00:00";"AGT5213";"Cancelled"
"POL52150";"CUST11793";"Health";685650.97;47261.31;"2022-01-10 00:00:00";"2022-10-19 00:00:00";"AGT5028";"Active"
"POL52153";"CUST11212";"Whole";650389.59;39850.75;"2020-08-24 00:00:00";"2023-10-10 00:00:00";"AGT5230";"Cancelled"
"POL52154";"CUST10937";"Health";468534.61;32421.11;"2022-05-13 00:00:00";"2022-11-22 00:00:00";"AGT5156";"Active"
"POL52155";"CUST11437";"Whole";201199.36;10208.38;"2023-08-19 00:00:00";"2023-10-08 00:00:00";"AGT5021";"Active"
"POL52157";"CUST10170";"Property";512042.24;10888.18;"2022-12-30 00:00:00";"2024-09-09 00:00:00";"AGT5159";"Lapsed"
"POL52158";"CUST12425";"Term";406284.83;16868.24;"2022-01-13 00:00:00";"2024-06-29 00:00:00";"AGT5223";"Cancelled"
"POL52159";"CUST11928";"Term";660265.1;27848.77;"2022-11-21 00:00:00";"2025-04-17 00:00:00";"AGT5278";"Active"
"POL52160";"CUST12489";"Term";865810.77;41682.06;"2021-12-23 00:00:00";"2023-10-02 00:00:00";"AGT5286";"Cancelled"
"POL52161";"CUST10795";"Whole";136322.14;15380.79;"2022-11-02 00:00:00";"2024-07-03 00:00:00";"AGT5088";"Active"
"POL52163";"CUST12234";"Health";465413.95;19751.18;"2024-02-16 00:00:00";"2024-08-04 00:00:00";"AGT5238";"Active"
"POL52164";"CUST11649";"Whole";155842.5;6452.83;"2023-02-27 00:00:00";"2024-10-24 00:00:00";"AGT5065";"Cancelled"
"POL52165";"CUST11234";"Whole";558720.58;30160.08;"2022-02-10 00:00:00";"2024-01-21 00:00:00";"AGT5237";"Active"
"POL52166";"CUST10380";"Property";622723.85;17439.82;"2023-02-02 00:00:00";"2024-03-09 00:00:00";"AGT5156";"Cancelled"
"POL52168";"CUST11288";"Health";189790.27;8102.56;"2024-02-15 00:00:00";"2025-05-02 00:00:00";"AGT5035";"Lapsed"
"POL52169";"CUST11514";"Term";501365.98;40733.74;"2024-02-26 00:00:00";"2024-12-10 00:00:00";"AGT5008";"Cancelled"
"POL52170";"CUST11540";"Property";513219.4;9362.84;"2023-01-23 00:00:00";"2025-06-02 00:00:00";"AGT5261";"Cancelled"
"POL52171";"CUST10494";"Term";128411.02;40325.67;"2023-04-28 00:00:00";"2023-08-13 00:00:00";"AGT5010";"Lapsed"
"POL52172";"CUST10926";"Vehicle";836385.37;19900.07;"2023-12-23 00:00:00";"2025-05-27 00:00:00";"AGT5139";"Lapsed"
"POL52174";"CUST11125";"Term";216436.39;7151.44;"2024-05-01 00:00:00";"2025-06-08 00:00:00";"AGT5158";"Active"
"POL52175";"CUST11632";"Term";709007.25;26462.93;"2023-08-29 00:00:00";"2024-11-20 00:00:00";"AGT5255";"Lapsed"
"POL52176";"CUST11513";"Vehicle";774915.33;48086.6;"2022-07-26 00:00:00";"2024-11-21 00:00:00";"AGT5025";"Cancelled"
"POL52179";"CUST10406";"Property";480287.26;5429.49;"2023-01-30 00:00:00";"2023-07-16 00:00:00";"AGT5209";"Cancelled"
"POL52181";"CUST10656";"Vehicle";960650.4;19699.01;"2022-07-12 00:00:00";"2024-09-07 00:00:00";"AGT5017";"Active"
"POL52182";"CUST11962";"Property";946425.11;3581.81;"2021-11-04 00:00:00";"2022-01-24 00:00:00";"AGT5195";"Active"
"POL52183";"CUST11978";"Vehicle";705030.55;21147.36;"2021-05-19 00:00:00";"2024-09-07 00:00:00";"AGT5003";"Lapsed"
"POL52184";"CUST12361";"Health";219561.29;5945.02;"2023-03-23 00:00:00";"2024-05-01 00:00:00";"AGT5182";"Active"
"POL52186";"CUST11242";"Property";855383.04;37510.64;"2021-08-11 00:00:00";"2022-05-30 00:00:00";"AGT5089";"Cancelled"
"POL52187";"CUST11973";"Property";781548.01;18890.21;"2022-08-13 00:00:00";"2024-11-25 00:00:00";"AGT5067";"Lapsed"
"POL52189";"CUST12290";"Vehicle";230573.85;27742.63;"2021-04-26 00:00:00";"2024-05-31 00:00:00";"AGT5033";"Active"
"POL52190";"CUST12046";"Whole";783205.69;16524.24;"2023-04-19 00:00:00";"2023-11-05 00:00:00";"AGT5073";"Lapsed"
"POL52191";"CUST11471";"Whole";720396.25;26141.41;"2023-06-17 00:00:00";"2023-08-26 00:00:00";"AGT5275";"Active"
"POL52193";"CUST12489";"Whole";318408.08;39106.98;"2024-01-28 00:00:00";"2024-07-01 00:00:00";"AGT5151";"Lapsed"
"POL52194";"CUST11868";"Term";513647.62;6818.24;"2023-07-06 00:00:00";"2023-11-12 00:00:00";"AGT5099";"Active"
"POL52195";"CUST10676";"Health";963140.28;5958.5;"2021-05-13 00:00:00";"2024-08-11 00:00:00";"AGT5181";"Lapsed"
"POL52196";"CUST10673";"Term";188714.38;9301.75;"2021-07-01 00:00:00";"2024-02-12 00:00:00";"AGT5106";"Lapsed"
"POL52197";"CUST12412";"Whole";199836.43;23894.63;"2023-09-28 00:00:00";"2023-10-12 00:00:00";"AGT5072";"Active"
"POL52198";"CUST11712";"Vehicle";555603.55;16908.97;"2021-07-26 00:00:00";"2022-04-09 00:00:00";"AGT5177";"Active"
"POL52199";"CUST11484";"Health";339635.5;43688.33;"2023-06-06 00:00:00";"2025-03-09 00:00:00";"AGT5002";"Active"
"POL52200";"CUST11615";"Health";366043.74;45619.57;"2024-03-02 00:00:00";"2024-09-02 00:00:00";"AGT5227";"Active"
"POL52201";"CUST12248";"Vehicle";545827.28;31213.24;"2023-11-20 00:00:00";"2024-02-29 00:00:00";"AGT5031";"Cancelled"
"POL52202";"CUST11397";"Health";832583.63;3719.58;"2022-06-23 00:00:00";"2023-06-15 00:00:00";"AGT5013";"Cancelled"
"POL52203";"CUST12227";"Health";402188.53;28803.28;"2022-11-02 00:00:00";"2024-10-07 00:00:00";"AGT5019";"Lapsed"
"POL52206";"CUST12032";"Vehicle";636161.69;43895.92;"2021-02-09 00:00:00";"2025-03-02 00:00:00";"AGT5295";"Lapsed"
"POL52207";"CUST10375";"Vehicle";783228.49;41340.08;"2021-07-05 00:00:00";"2022-02-18 00:00:00";"AGT5085";"Cancelled"
"POL52208";"CUST11806";"Health";572051.6;12651.39;"2021-10-09 00:00:00";"2021-10-20 00:00:00";"AGT5262";"Lapsed"
"POL52209";"CUST10307";"Property";261404.68;22856.87;"2022-10-11 00:00:00";"2024-06-07 00:00:00";"AGT5042";"Active"
"POL52210";"CUST10818";"Health";507631.73;11712.56;"2024-05-19 00:00:00";"2025-04-22 00:00:00";"AGT5293";"Active"
"POL52212";"CUST11988";"Term";427985.53;31973.97;"2024-06-01 00:00:00";"2025-07-16 00:00:00";"AGT5259";"Active"
"POL52213";"CUST10873";"Term";360498.42;44717.85;"2021-08-11 00:00:00";"2023-08-06 00:00:00";"AGT5082";"Active"
"POL52214";"CUST11440";"Term";950204.99;3426.97;"2022-01-12 00:00:00";"2022-04-10 00:00:00";"AGT5216";"Active"
"POL52217";"CUST10624";"Property";224065.26;48308.55;"2024-02-18 00:00:00";"2024-09-29 00:00:00";"AGT5086";"Lapsed"
"POL52219";"CUST12010";"Term";865626.3;43682.3;"2021-07-09 00:00:00";"2024-11-01 00:00:00";"AGT5256";"Active"
"POL52221";"CUST12147";"Property";877360.56;33373.46;"2020-08-31 00:00:00";"2021-06-23 00:00:00";"AGT5055";"Active"
"POL52224";"CUST10656";"Property";315303.63;37750.06;"2021-06-16 00:00:00";"2021-11-01 00:00:00";"AGT5139";"Cancelled"
"POL52225";"CUST11909";"Whole";426016.94;14489.88;"2022-12-07 00:00:00";"2023-09-26 00:00:00";"AGT5050";"Active"
"POL52227";"CUST11205";"Whole";736144.53;42412.06;"2024-05-14 00:00:00";"2024-06-05 00:00:00";"AGT5289";"Cancelled"
"POL52228";"CUST10628";"Whole";843533.77;7489.95;"2022-09-29 00:00:00";"2024-03-26 00:00:00";"AGT5274";"Active"
"POL52230";"CUST10569";"Health";663829.28;42895.5;"2022-03-19 00:00:00";"2024-12-04 00:00:00";"AGT5016";"Active"
"POL52231";"CUST11846";"Term";476321.05;15673.82;"2021-03-12 00:00:00";"2021-09-14 00:00:00";"AGT5120";"Lapsed"
"POL52232";"CUST10040";"Health";229533.82;37678.61;"2022-11-08 00:00:00";"2024-09-08 00:00:00";"AGT5280";"Active"
"POL52233";"CUST11963";"Vehicle";500196.43;43795.65;"2024-01-15 00:00:00";"2024-02-04 00:00:00";"AGT5185";"Lapsed"
"POL52236";"CUST11558";"Vehicle";247066.96;26110.83;"2022-10-23 00:00:00";"2025-01-22 00:00:00";"AGT5179";"Lapsed"
"POL52238";"CUST11322";"Term";247748.09;29854.91;"2021-03-03 00:00:00";"2024-07-06 00:00:00";"AGT5015";"Active"
"POL52239";"CUST12127";"Term";247750.55;32089.11;"2024-02-02 00:00:00";"2025-01-05 00:00:00";"AGT5185";"Lapsed"
"POL52241";"CUST10502";"Term";696956.42;5347.89;"2024-06-16 00:00:00";"2025-03-31 00:00:00";"AGT5138";"Cancelled"
"POL52242";"CUST11454";"Vehicle";785520.09;18634.65;"2023-05-07 00:00:00";"2023-07-02 00:00:00";"AGT5252";"Active"
"POL52243";"CUST12324";"Health";828510.35;43982.13;"2022-07-02 00:00:00";"2022-07-14 00:00:00";"AGT5271";"Lapsed"
"POL52244";"CUST10275";"Property";532971.35;30048.14;"2023-03-09 00:00:00";"2024-10-29 00:00:00";"AGT5188";"Active"
"POL52245";"CUST10856";"Property";623331.51;38175.69;"2024-03-03 00:00:00";"2024-04-19 00:00:00";"AGT5038";"Active"
"POL52246";"CUST12151";"Whole";908078.38;31419.01;"2021-01-09 00:00:00";"2023-04-28 00:00:00";"AGT5174";"Lapsed"
"POL52247";"CUST10495";"Property";344620.38;13308.74;"2023-08-13 00:00:00";"2024-03-07 00:00:00";"AGT5059";"Cancelled"
"POL52248";"CUST10316";"Property";667271.69;44182.69;"2021-11-06 00:00:00";"2025-01-26 00:00:00";"AGT5281";"Active"
"POL52250";"CUST11719";"Whole";224342.92;42693.38;"2023-09-10 00:00:00";"2023-09-25 00:00:00";"AGT5115";"Lapsed"
"POL52251";"CUST11158";"Property";624194.71;33210.14;"2024-02-11 00:00:00";"2024-06-22 00:00:00";"AGT5088";"Cancelled"
"POL52252";"CUST12372";"Vehicle";270751.6;37626.78;"2024-05-16 00:00:00";"2024-09-07 00:00:00";"AGT5285";"Active"
"POL52253";"CUST10850";"Term";934473.15;20287.12;"2022-01-13 00:00:00";"2022-02-17 00:00:00";"AGT5235";"Lapsed"
"POL52256";"CUST10032";"Property";156316.69;31770.08;"2021-12-10 00:00:00";"2024-12-08 00:00:00";"AGT5013";"Active"
"POL52257";"CUST12328";"Term";307259.89;17811.66;"2022-07-19 00:00:00";"2023-08-05 00:00:00";"AGT5188";"Cancelled"
"POL52258";"CUST11267";"Vehicle";293836.23;12378.59;"2023-05-18 00:00:00";"2024-02-28 00:00:00";"AGT5183";"Lapsed"
"POL52259";"CUST11733";"Vehicle";430370.18;48442.33;"2024-01-01 00:00:00";"2024-09-19 00:00:00";"AGT5027";"Lapsed"
"POL52261";"CUST11066";"Term";492117.79;49232.52;"2023-08-03 00:00:00";"2024-01-01 00:00:00";"AGT5177";"Cancelled"
"POL52262";"CUST12254";"Whole";481301.75;3124.91;"2022-02-21 00:00:00";"2024-12-31 00:00:00";"AGT5165";"Active"
"POL52263";"CUST11935";"Property";171588.13;20197.16;"2023-03-19 00:00:00";"2025-06-21 00:00:00";"AGT5193";"Active"
"POL52265";"CUST11290";"Whole";605001.64;3571.03;"2023-03-05 00:00:00";"2025-03-19 00:00:00";"AGT5257";"Lapsed"
"POL52266";"CUST10302";"Term";830327.44;30949.49;"2023-07-17 00:00:00";"2025-02-05 00:00:00";"AGT5044";"Cancelled"
"POL52267";"CUST11506";"Property";699637.11;5506.2;"2021-10-28 00:00:00";"2025-02-24 00:00:00";"AGT5035";"Lapsed"
"POL52268";"CUST10311";"Health";730587.38;5822.94;"2023-08-02 00:00:00";"2025-07-09 00:00:00";"AGT5147";"Lapsed"
"POL52269";"CUST11743";"Vehicle";182445.38;47044.23;"2024-06-12 00:00:00";"2025-07-07 00:00:00";"AGT5257";"Cancelled"
"POL52270";"CUST10891";"Health";870029.67;28515.57;"2023-08-08 00:00:00";"2024-09-22 00:00:00";"AGT5052";"Active"
"POL52272";"CUST10441";"Whole";225850.69;39427.12;"2020-10-21 00:00:00";"2022-09-14 00:00:00";"AGT5043";"Cancelled"
"POL52274";"CUST11406";"Whole";954840.46;25736.73;"2022-12-09 00:00:00";"2023-09-04 00:00:00";"AGT5086";"Cancelled"
"POL52275";"CUST10296";"Health";935271.74;4645.76;"2024-03-21 00:00:00";"2025-05-19 00:00:00";"AGT5037";"Cancelled"
"POL52276";"CUST10955";"Health";187989.01;31085.48;"2024-06-08 00:00:00";"2024-11-19 00:00:00";"AGT5069";"Active"
"POL52277";"CUST12033";"Property";948714.39;41301.12;"2022-12-25 00:00:00";"2025-03-17 00:00:00";"AGT5276";"Lapsed"
"POL52278";"CUST11191";"Whole";105271.48;12617.13;"2021-02-10 00:00:00";"2024-07-10 00:00:00";"AGT5061";"Cancelled"
"POL52279";"CUST10328";"Whole";745292.38;10607.41;"2021-06-08 00:00:00";"2023-05-04 00:00:00";"AGT5220";"Active"
"POL52280";"CUST10570";"Vehicle";211338.33;20345.2;"2020-09-05 00:00:00";"2021-03-16 00:00:00";"AGT5149";"Cancelled"
"POL52281";"CUST11019";"Health";545462.67;10965.06;"2023-04-16 00:00:00";"2024-06-24 00:00:00";"AGT5199";"Lapsed"
"POL52285";"CUST10995";"Whole";721920.43;37758.69;"2022-03-31 00:00:00";"2023-01-27 00:00:00";"AGT5186";"Lapsed"
"POL52288";"CUST10011";"Health";850137.23;27797.26;"2021-11-30 00:00:00";"2023-11-13 00:00:00";"AGT5189";"Active"
"POL52289";"CUST10816";"Vehicle";638021.53;29382.2;"2022-07-12 00:00:00";"2023-05-24 00:00:00";"AGT5284";"Active"
"POL52290";"CUST11841";"Health";388440.72;15674.33;"2023-05-07 00:00:00";"2024-11-19 00:00:00";"AGT5296";"Lapsed"
"POL52292";"CUST10357";"Term";190027.43;16353.73;"2023-03-03 00:00:00";"2023-10-02 00:00:00";"AGT5162";"Active"
"POL52293";"CUST10783";"Vehicle";845826.09;36073.83;"2021-11-26 00:00:00";"2024-08-01 00:00:00";"AGT5070";"Cancelled"
"POL52294";"CUST11087";"Whole";663180.66;33888.02;"2023-12-05 00:00:00";"2024-09-25 00:00:00";"AGT5245";"Active"
"POL52295";"CUST10817";"Term";542034.56;29514.53;"2021-02-17 00:00:00";"2024-11-26 00:00:00";"AGT5297";"Cancelled"
"POL52297";"CUST12211";"Whole";682336.5;4344.3;"2023-05-02 00:00:00";"2024-11-11 00:00:00";"AGT5044";"Cancelled"
"POL52298";"CUST11154";"Vehicle";896513.0;9604.6;"2022-10-07 00:00:00";"2023-09-17 00:00:00";"AGT5038";"Lapsed"
"POL52300";"CUST10861";"Property";670705.37;41740.39;"2024-01-17 00:00:00";"2024-05-13 00:00:00";"AGT5124";"Cancelled"
"POL52301";"CUST11754";"Property";811201.38;23723.2;"2023-08-22 00:00:00";"2025-05-12 00:00:00";"AGT5048";"Cancelled"
"POL52302";"CUST11862";"Term";635460.19;38881.06;"2024-05-19 00:00:00";"2025-04-22 00:00:00";"AGT5260";"Lapsed"
"POL52303";"CUST11033";"Term";725650.36;47141.28;"2024-06-02 00:00:00";"2025-06-22 00:00:00";"AGT5054";"Lapsed"
"POL52304";"CUST10018";"Term";794834.4;19789.17;"2022-08-22 00:00:00";"2023-02-14 00:00:00";"AGT5050";"Cancelled"
"POL52305";"CUST11973";"Vehicle";542067.81;23194.09;"2023-07-27 00:00:00";"2024-06-03 00:00:00";"AGT5065";"Cancelled"
"POL52306";"CUST10624";"Vehicle";825237.06;39537.94;"2022-09-25 00:00:00";"2025-04-22 00:00:00";"AGT5092";"Active"
"POL52307";"CUST11534";"Property";378560.03;37091.77;"2022-10-03 00:00:00";"2024-02-17 00:00:00";"AGT5115";"Lapsed"
"POL52308";"CUST10572";"Vehicle";533414.56;34228.29;"2022-02-24 00:00:00";"2024-01-27 00:00:00";"AGT5023";"Lapsed"
"POL52309";"CUST11625";"Term";456626.33;16735.14;"2023-02-07 00:00:00";"2023-06-17 00:00:00";"AGT5001";"Active"
"POL52311";"CUST11452";"Property";445942.01;26657.89;"2021-08-06 00:00:00";"2022-07-13 00:00:00";"AGT5189";"Cancelled"
"POL52314";"CUST10416";"Health";256745.36;33758.42;"2023-10-06 00:00:00";"2024-09-10 00:00:00";"AGT5136";"Cancelled"
"POL52319";"CUST12063";"Vehicle";164752.54;49994.21;"2022-05-24 00:00:00";"2023-06-28 00:00:00";"AGT5007";"Lapsed"
"POL52320";"CUST12446";"Whole";102689.13;45881.09;"2021-03-28 00:00:00";"2023-02-25 00:00:00";"AGT5285";"Active"
"POL52321";"CUST12371";"Vehicle";648109.73;49043.31;"2022-02-28 00:00:00";"2022-07-29 00:00:00";"AGT5234";"Active"
"POL52322";"CUST12251";"Term";606027.33;49534.89;"2021-12-30 00:00:00";"2023-01-27 00:00:00";"AGT5018";"Lapsed"
"POL52323";"CUST10659";"Property";814094.04;38411.99;"2022-08-13 00:00:00";"2022-12-10 00:00:00";"AGT5092";"Active"
"POL52324";"CUST11676";"Property";742626.42;16148.38;"2023-09-02 00:00:00";"2024-02-24 00:00:00";"AGT5205";"Cancelled"
"POL52325";"CUST12296";"Property";749917.46;28815.53;"2020-11-18 00:00:00";"2022-12-09 00:00:00";"AGT5031";"Lapsed"
"POL52326";"CUST10451";"Property";438846.72;11380.07;"2022-09-27 00:00:00";"2024-09-26 00:00:00";"AGT5138";"Active"
"POL52327";"CUST11955";"Property";314710.0;16826.92;"2023-05-30 00:00:00";"2024-12-04 00:00:00";"AGT5165";"Cancelled"
"POL52328";"CUST11682";"Vehicle";256359.58;36739.72;"2024-02-17 00:00:00";"2024-03-26 00:00:00";"AGT5055";"Active"
"POL52329";"CUST10574";"Vehicle";366623.78;24439.04;"2022-09-20 00:00:00";"2023-01-20 00:00:00";"AGT5230";"Lapsed"
"POL52331";"CUST12006";"Vehicle";892705.2;33456.12;"2024-01-02 00:00:00";"2025-05-17 00:00:00";"AGT5006";"Active"
"POL52332";"CUST10727";"Health";425092.45;16452.92;"2020-11-13 00:00:00";"2023-04-18 00:00:00";"AGT5079";"Lapsed"
"POL52333";"CUST12103";"Health";457607.04;37716.32;"2021-03-25 00:00:00";"2024-06-22 00:00:00";"AGT5221";"Cancelled"
"POL52336";"CUST11524";"Term";769861.76;22392.56;"2022-01-29 00:00:00";"2023-04-20 00:00:00";"AGT5033";"Lapsed"
"POL52338";"CUST12189";"Whole";742867.0;30204.97;"2022-07-26 00:00:00";"2023-04-22 00:00:00";"AGT5083";"Lapsed"
"POL52339";"CUST11669";"Health";560542.23;4284.14;"2022-08-04 00:00:00";"2023-05-08 00:00:00";"AGT5141";"Cancelled"
"POL52340";"CUST11621";"Whole";625400.17;10816.3;"2023-12-17 00:00:00";"2025-03-18 00:00:00";"AGT5028";"Active"
"POL52341";"CUST11782";"Term";664432.08;48911.45;"2023-12-12 00:00:00";"2024-04-27 00:00:00";"AGT5088";"Active"
"POL52343";"CUST10014";"Term";893937.46;35790.22;"2023-10-16 00:00:00";"2024-02-21 00:00:00";"AGT5079";"Cancelled"
"POL52344";"CUST11404";"Property";699637.01;6037.9;"2024-01-27 00:00:00";"2025-01-30 00:00:00";"AGT5188";"Lapsed"
"POL52345";"CUST11466";"Health";248359.36;7425.97;"2023-02-03 00:00:00";"2023-11-14 00:00:00";"AGT5140";"Lapsed"
"POL52346";"CUST10174";"Whole";779109.81;20080.8;"2024-07-13 00:00:00";"2025-05-29 00:00:00";"AGT5035";"Lapsed"
"POL52348";"CUST10252";"Term";741220.7;28773.33;"2022-04-05 00:00:00";"2022-04-15 00:00:00";"AGT5280";"Cancelled"
"POL52349";"CUST11726";"Term";934022.74;49305.5;"2024-07-14 00:00:00";"2025-05-30 00:00:00";"AGT5059";"Cancelled"
"POL52351";"CUST12256";"Whole";511340.49;44419.95;"2023-02-20 00:00:00";"2023-06-22 00:00:00";"AGT5151";"Lapsed"
"POL52352";"CUST10544";"Property";569281.86;21833.72;"2022-07-20 00:00:00";"2023-01-01 00:00:00";"AGT5199";"Cancelled"
"POL52353";"CUST11440";"Whole";153542.01;40943.47;"2021-06-12 00:00:00";"2023-08-07 00:00:00";"AGT5211";"Active"
"POL52354";"CUST11815";"Property";267210.95;14558.66;"2023-10-06 00:00:00";"2024-08-11 00:00:00";"AGT5254";"Active"
"POL52355";"CUST10957";"Vehicle";384561.29;15829.45;"2021-08-19 00:00:00";"2022-02-15 00:00:00";"AGT5108";"Cancelled"
"POL52357";"CUST10274";"Vehicle";270684.19;17195.64;"2024-06-05 00:00:00";"2024-12-07 00:00:00";"AGT5083";"Cancelled"
"POL52358";"CUST10286";"Whole";884020.94;32536.8;"2024-01-20 00:00:00";"2024-05-13 00:00:00";"AGT5107";"Lapsed"
"POL52359";"CUST11678";"Term";342693.87;4076.19;"2023-10-03 00:00:00";"2024-03-04 00:00:00";"AGT5260";"Lapsed"
"POL52361";"CUST10063";"Whole";293536.83;14789.99;"2020-10-13 00:00:00";"2023-07-24 00:00:00";"AGT5219";"Active"
"POL52362";"CUST11024";"Property";240819.3;14761.17;"2023-11-30 00:00:00";"2024-12-15 00:00:00";"AGT5188";"Active"
"POL52364";"CUST12307";"Vehicle";374030.98;26992.77;"2021-05-03 00:00:00";"2021-06-17 00:00:00";"AGT5169";"Cancelled"
"POL52365";"CUST11201";"Vehicle";170437.79;27722.49;"2023-06-06 00:00:00";"2024-08-26 00:00:00";"AGT5024";"Active"
"POL52366";"CUST11579";"Vehicle";323804.65;15655.22;"2022-03-10 00:00:00";"2025-04-16 00:00:00";"AGT5183";"Lapsed"
"POL52367";"CUST10241";"Term";820198.48;37044.62;"2022-01-02 00:00:00";"2023-12-10 00:00:00";"AGT5150";"Active"
"POL52368";"CUST11132";"Term";656212.95;43735.07;"2020-11-03 00:00:00";"2022-10-14 00:00:00";"AGT5267";"Active"
"POL52369";"CUST11050";"Health";465573.64;14704.7;"2023-05-03 00:00:00";"2023-11-30 00:00:00";"AGT5049";"Active"
"POL52370";"CUST12194";"Whole";263196.7;37760.06;"2024-02-17 00:00:00";"2025-03-29 00:00:00";"AGT5080";"Active"
"POL52371";"CUST10707";"Vehicle";583589.45;24069.7;"2020-08-22 00:00:00";"2021-12-29 00:00:00";"AGT5202";"Active"
"POL52372";"CUST12471";"Vehicle";734584.98;11571.7;"2022-09-03 00:00:00";"2023-05-27 00:00:00";"AGT5144";"Active"
"POL52374";"CUST10061";"Health";321836.24;15533.47;"2024-05-29 00:00:00";"2025-05-07 00:00:00";"AGT5119";"Lapsed"
"POL52375";"CUST11011";"Health";851609.55;22841.87;"2020-09-12 00:00:00";"2024-01-23 00:00:00";"AGT5162";"Active"
"POL52377";"CUST11285";"Property";190797.45;30549.23;"2022-11-05 00:00:00";"2024-10-13 00:00:00";"AGT5188";"Active"
"POL52380";"CUST11622";"Term";893174.71;13659.55;"2022-12-09 00:00:00";"2023-11-15 00:00:00";"AGT5240";"Active"
"POL52381";"CUST10119";"Term";191993.44;44407.77;"2021-09-14 00:00:00";"2024-08-05 00:00:00";"AGT5238";"Active"
"POL52382";"CUST10482";"Term";495866.89;8893.85;"2022-04-10 00:00:00";"2023-05-11 00:00:00";"AGT5082";"Active"
"POL52384";"CUST12238";"Whole";273448.67;32450.67;"2023-07-13 00:00:00";"2024-12-12 00:00:00";"AGT5018";"Cancelled"
"POL52385";"CUST10909";"Term";429319.73;44026.71;"2023-12-07 00:00:00";"2025-01-26 00:00:00";"AGT5161";"Lapsed"
"POL52386";"CUST11218";"Property";918781.58;27210.74;"2021-12-23 00:00:00";"2023-07-16 00:00:00";"AGT5210";"Cancelled"
